pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id,partition
3n0n,3628,1505,378,train
3n1c,3628,644,378,train
3n2c,3628,643,378,train
3n2p,3628,1505,378,train
3n2u,3617,336,376,val
3n2v,3617,336,376,val
3n35,3628,1074,378,train
3n3j,3628,1505,378,train
3n4b,3628,1505,378,train
3n5e,3628,550,378,train
3n5u,3628,628,378,train
3n75,3628,646,378,train
3n7s,5223,647,463,train
3nal,506,1081,50,val
3nam,506,1081,50,val
3nan,506,1081,50,val
3nb5,3628,1505,378,train
3nc4,3628,166,378,train
3ncq,3628,810,378,train
3ncr,3628,810,378,train
3nf3,3628,547,378,train
3nfk,3628,1196,378,train
3nfl,3628,1196,378,train
3ng4,3628,648,378,train
3nhi,3628,1335,378,train
3nii,3628,650,378,train
3nij,3628,650,378,train
3nik,3628,650,378,train
3nil,3628,650,378,train
3nim,3628,650,378,train
3nin,3628,650,378,train
3njq,1375,979,127,val
3nkx,3628,1283,378,train
3nok,3493,649,340,train
3nq3,3628,64,378,train
3nq9,3628,64,378,train
3nrz,3531,458,352,train
3nsn,3628,125,378,train
3nth,3628,800,378,train
3nti,3628,800,378,train
3nu3,3066,736,273,val
3nu4,3066,736,273,val
3nu5,3066,736,273,val
3nu6,3066,736,273,val
3nu9,3066,736,273,val
3nuj,3066,736,273,val
3nuo,3066,736,273,val
3nw9,3175,1088,289,test
3nwb,3175,1088,289,test
3nwe,3175,1088,289,test
3nx7,3617,336,376,val
3nxq,3628,779,378,train
3ny3,3628,650,378,train
3nyn,3628,1254,378,train
3nzi,3628,1017,378,train
3nzk,1819,1144,156,val
3o0e,3628,652,378,train
3o1d,3628,44,378,train
3o1e,3628,44,378,train
3o4k,3628,648,378,train
3o4l,3628,737,378,train
3o6l,3628,940,378,train
3o6m,3628,940,378,train
3o6t,4567,653,432,train
3o75,3628,654,378,train
3o7u,5798,655,502,train
3o86,3628,951,378,train
3o87,3628,951,378,train
3o88,3628,951,378,train
3o99,3066,736,273,val
3o9a,3066,736,273,val
3o9b,3066,736,273,val
3o9c,3066,736,273,val
3o9d,3066,736,273,val
3o9e,3066,736,273,val
3o9f,3066,736,273,val
3o9g,3066,736,273,val
3o9h,3066,736,273,val
3o9i,3066,736,273,val
3o9p,3628,1384,378,train
3oap,3628,44,378,train
3oay,3628,737,378,train
3ob0,3628,737,378,train
3ob1,3628,778,378,train
3ob2,3628,778,378,train
3obq,3628,656,378,train
3obu,3628,656,378,train
3obx,3628,656,378,train
3ocp,3628,1546,378,train
3ocz,3628,657,378,train
3od0,3628,1546,378,train
3oe0,3628,1359,378,train
3oe4,3175,1088,289,test
3oe5,3175,1088,289,test
3of8,3628,1094,378,train
3ogm,5733,658,493,train
3ogp,3066,736,273,val
3ogq,3066,736,273,val
3ogx,3628,648,378,train
3ohf,3628,338,378,train
3ohh,3628,338,378,train
3ok9,3066,736,273,val
3oka,3628,659,378,train
3okc,3628,659,378,train
3okp,3628,659,378,train
3old,3628,1241,378,train
3ole,3628,1241,378,train
3olg,3628,1241,378,train
3oli,3628,1241,378,train
3omc,3628,800,378,train
3omg,3628,800,378,train
3oq5,3628,572,378,train
3osi,3628,44,378,train
3osw,3628,44,378,train
3otf,3628,1308,378,train
3otx,3628,311,378,train
3ouj,3628,599,378,train
3ov1,3628,1152,378,train
3ove,3628,1152,378,train
3oy0,3628,1505,378,train
3oy8,3628,1180,378,train
3oyp,1898,277,164,test
3oyq,3628,1505,378,train
3oys,3628,1505,378,train
3oyw,3628,1180,378,train
3ozp,3628,125,378,train
3ozr,3175,1088,289,test
3ozs,3175,1088,289,test
3ozt,3175,1088,289,test
3p17,3628,188,378,train
3p23,3628,1254,378,train
3p2e,3628,661,378,train
3p2h,1950,662,170,train
3p2k,3628,661,378,train
3p3g,1819,1144,156,val
3p4f,3628,1263,378,train
3p4q,3628,1096,378,train
3p4r,3628,1096,378,train
3p4w,1,663,1,val
3p7i,2974,664,263,val
3p8e,3628,1456,378,train
3p8n,1898,277,164,test
3p8o,1898,277,164,test
3p8p,3628,1456,378,train
3p8z,3628,393,378,train
3p9h,3628,656,378,train
3p9l,3628,737,378,train
3p9m,3628,737,378,train
3pa8,3628,665,378,train
3pab,3628,737,378,train
3pb3,3628,661,378,train
3pb7,1201,845,111,val
3pbb,1201,845,111,val
3pcb,3628,259,378,train
3pcc,3628,259,378,train
3pce,3628,259,378,train
3pcf,3628,259,378,train
3pcg,3628,259,378,train
3pch,3628,259,378,train
3pcn,3628,259,378,train
3pd2,3628,666,378,train
3pd3,3628,666,378,train
3pd4,3628,666,378,train
3pdh,3628,858,378,train
3pgl,5280,667,468,val
3pgu,3628,668,378,train
3pjg,3628,669,378,train
3pjt,3628,600,378,train
3pju,3628,600,378,train
3pkn,3628,670,378,train
3plu,3628,671,378,train
3pn1,3628,870,378,train
3pn4,3569,830,363,test
3poa,3628,672,378,train
3pp7,3628,714,378,train
3ppm,2837,103,253,test
3ppo,3361,184,312,test
3ppp,3361,184,312,test
3pqz,3628,1152,378,train
3pr0,2837,103,253,test
3prs,3628,338,378,train
3ps1,1819,1144,156,val
3psl,3628,1263,378,train
3pty,3628,673,378,train
3puj,3628,674,378,train
3puk,3628,674,378,train
3pwm,3066,736,273,val
3pxe,3628,734,378,train
3pxy,3628,893,378,train
3pxz,3628,893,378,train
3pz1,1121,539,104,test
3pz2,1121,539,104,test
3pz3,1121,539,104,test
3pz4,1121,539,104,test
3q1x,3628,183,378,train
3q2a,3628,675,378,train
3q2m,2862,677,255,train
3q43,3628,1012,378,train
3q44,3628,1012,378,train
3q4j,3628,1028,378,train
3q4k,3628,1028,378,train
3q4l,3628,1028,378,train
3q5u,3628,1110,378,train
3q6k,3628,678,378,train
3q6s,3628,62,378,train
3q6z,3628,253,378,train
3q71,3628,253,378,train
3q72,3628,932,378,train
3q7p,3628,932,378,train
3q7q,3628,932,378,train
3q8d,3628,679,378,train
3q92,1421,699,133,train
3qa2,1421,699,133,train
3qaa,3066,736,273,val
3qai,1421,699,133,train
3qc9,3628,1254,378,train
3qfd,3628,568,378,train
3qfy,3628,681,378,train
3qfz,3628,681,378,train
3ql9,3628,349,378,train
3qlc,3628,349,378,train
3qlm,3628,250,378,train
3qmk,3628,684,378,train
3qn7,3628,188,378,train
3qnd,3628,685,378,train
3qnj,3628,686,378,train
3qo2,3628,62,378,train
3qo3,3628,687,378,train
3qox,3628,688,378,train
3qps,2822,689,249,val
3qqa,2822,689,249,val
3qqs,3628,892,378,train
3qs4,3628,1041,378,train
3qs5,3628,1041,378,train
3qs6,3628,1041,378,train
3qs8,3628,892,378,train
3qt6,3628,829,378,train
3qto,3628,188,378,train
3qtv,3628,188,378,train
3qvu,3628,220,378,train
3qw5,3628,547,378,train
3qw6,3628,547,378,train
3qw7,3628,547,378,train
3qw8,3628,547,378,train
3qwc,3628,188,378,train
3qx5,3628,188,378,train
3qx9,3628,690,378,train
3qxc,3628,1450,378,train
3qxd,3628,179,378,train
3qxh,3628,1450,378,train
3qyy,3628,691,378,train
3qzq,3628,1506,378,train
3qzt,3628,1168,378,train
3qzv,3628,1168,378,train
3r0h,3628,1517,378,train
3r16,3628,1505,378,train
3r17,3628,1505,378,train
3r1v,3628,692,378,train
3r24,3628,487,378,train
3r42,3628,656,378,train
3r5j,3628,176,378,train
3r6g,3628,176,378,train
3r6t,3175,1088,289,test
3r7b,3628,176,378,train
3r7n,3628,176,378,train
3r93,3628,62,378,train
3rbu,3628,1064,378,train
3rde,4032,693,403,train
3rdo,3367,262,315,test
3rdv,3628,694,378,train
3rik,3327,437,311,train
3rjm,3628,176,378,train
3rl3,3628,696,378,train
3rl4,3628,696,378,train
3rl7,3628,347,378,train
3rl8,3628,347,378,train
3ro0,5780,698,498,train
3rq7,3628,157,378,train
3rqe,3628,700,378,train
3rqf,3628,700,378,train
3rqg,3628,700,378,train
3rr4,2381,997,205,val
3rsb,3628,701,378,train
3rsr,3628,1315,378,train
3rti,3628,156,378,train
3rtx,3628,703,378,train
3rul,95,704,13,train
3rup,3628,608,378,train
3rux,3628,1049,378,train
3rv3,3628,608,378,train
3rv4,3628,608,378,train
3rv6,3374,754,317,train
3rv7,3374,754,317,train
3rw9,3628,312,378,train
3rwc,3628,568,378,train
3rwd,3628,568,378,train
3rwe,3628,568,378,train
3rwf,3628,568,378,train
3rwg,3628,568,378,train
3rwh,3628,568,378,train
3rwi,3628,568,378,train
3rwj,3628,568,378,train
3rx5,3628,705,378,train
3rx7,3628,705,378,train
3rx8,3628,705,378,train
3rxb,3628,188,378,train
3rxd,3628,188,378,train
3rxi,3628,188,378,train
3rxj,3628,188,378,train
3ryj,3628,1505,378,train
3ryv,3628,1505,378,train
3ryx,3628,1505,378,train
3ryy,3628,1505,378,train
3ryz,3628,1505,378,train
3rz0,3628,1505,378,train
3rz1,3628,1505,378,train
3rz5,3628,1505,378,train
3rz7,3628,1505,378,train
3rz8,3628,1505,378,train
3rz9,3628,1110,378,train
3rzi,3628,1334,378,train
3s0e,3503,706,343,train
3s1g,2381,997,205,val
3s3k,3628,296,378,train
3s3m,1019,660,94,val
3s3n,1019,660,94,val
3s3o,1019,660,94,val
3s43,3066,736,273,val
3s45,3066,736,273,val
3s53,3066,736,273,val
3s54,3066,736,273,val
3s5y,3628,958,378,train
3s6t,3628,125,378,train
3s7f,3628,1126,378,train
3s8l,3628,1152,378,train
3s8n,3628,1152,378,train
3s8o,3628,1152,378,train
3s9e,3628,896,378,train
3s9i,3628,1462,378,train
3s9y,3628,37,378,train
3sdi,3628,651,378,train
3sdk,3628,651,378,train
3sfg,3628,936,378,train
3sh0,3628,1001,378,train
3sha,3628,188,378,train
3shb,3628,349,378,train
3shc,3628,188,378,train
3shv,3628,734,378,train
3shy,1413,423,131,val
3shz,1413,423,131,val
3si3,3628,188,378,train
3si4,3628,188,378,train
3sie,1413,423,131,val
3sjf,3628,1064,378,train
3sji,3628,1506,378,train
3sjo,3628,1506,378,train
3sk2,4667,707,437,train
3slz,3628,842,378,train
3sm1,3628,842,378,train
3sna,3628,1104,378,train
3snb,3628,1104,378,train
3snc,3628,1104,378,train
3so6,3628,708,378,train
3so9,3066,736,273,val
3soq,3628,709,378,train
3sou,3628,349,378,train
3sov,3628,709,378,train
3sow,3628,349,378,train
3sr4,3628,688,378,train
3srg,3212,710,294,train
3st5,3066,736,273,val
3stj,3628,1017,378,train
3su0,1898,277,164,test
3su1,1898,277,164,test
3su2,1898,277,164,test
3sur,3628,125,378,train
3sut,3628,125,378,train
3suu,3628,125,378,train
3suv,3628,125,378,train
3sv2,3628,188,378,train
3sw9,3628,1443,378,train
3sxu,3628,711,378,train
3sym,3628,166,378,train
3syr,3628,166,378,train
3sz9,3628,712,378,train
3szb,3628,712,378,train
3szm,3628,734,378,train
3t01,1833,713,157,train
3t08,3628,818,378,train
3t09,3628,818,378,train
3t0b,3628,818,378,train
3t0d,3628,818,378,train
3t1n,3628,734,378,train
3t2c,4916,715,445,train
3t2p,3628,818,378,train
3t2q,3628,818,378,train
3t2w,3367,869,315,test
3t3c,3066,736,273,val
3t3d,3628,166,378,train
3t3e,3628,166,378,train
3t3g,3628,166,378,train
3t3h,3628,166,378,train
3t3i,3628,166,378,train
3t4h,3628,716,378,train
3t4n,3628,717,378,train
3t4p,3628,1421,378,train
3t4v,3628,716,378,train
3t60,3628,306,378,train
3t64,3628,306,378,train
3t6b,3628,1146,378,train
3t6j,3628,1146,378,train
3t6r,3628,349,378,train
3t6y,3628,306,378,train
3t70,3628,306,378,train
3t7g,3628,719,378,train
3t8s,3628,116,378,train
3t8v,3628,1012,378,train
3ta0,3628,810,378,train
3ta1,3628,810,378,train
3tao,3390,192,319,val
3tay,3628,1569,378,train
3tb6,3628,898,378,train
3tcg,3628,1384,378,train
3tcy,3628,720,378,train
3td4,3628,721,378,train
3tdh,3628,717,378,train
3tdu,3628,1414,378,train
3tdz,3628,1414,378,train
3te5,3628,717,378,train
3tf6,3628,732,378,train
3tf7,3628,722,378,train
3tfk,3628,737,378,train
3tg5,3628,1126,378,train
3th0,3628,725,378,train
3th8,3628,1001,378,train
3thd,3628,726,378,train
3ti3,3628,923,378,train
3ti4,3628,923,378,train
3ti5,3628,923,378,train
3ti8,3628,923,378,train
3tia,3628,923,378,train
3tib,3628,923,378,train
3tic,3628,923,378,train
3tif,3628,264,378,train
3tiw,3628,1117,378,train
3tjh,3628,722,378,train
3tjm,3776,727,389,test
3tk2,3628,720,378,train
3tkw,3066,736,273,val
3tkz,3628,279,378,train
3tl0,3628,279,378,train
3tll,2381,997,205,val
3tmk,3628,438,378,train
3tne,3628,338,378,train
3tpp,3628,338,378,train
3tpr,3628,338,378,train
3tpu,3628,737,378,train
3tpx,3628,1374,378,train
3tsz,3628,728,378,train
3ttm,3628,153,378,train
3ttn,3628,153,378,train
3ttp,3066,736,273,val
3tu7,3628,188,378,train
3tu9,3589,729,370,test
3tv8,3628,958,378,train
3tvl,2785,730,244,val
3twp,3628,892,378,train
3twr,3628,1186,378,train
3tws,3628,1186,378,train
3twu,3628,1186,378,train
3twv,3628,1186,378,train
3tww,3628,1186,378,train
3twx,3628,1186,378,train
3tz0,3628,1265,378,train
3tz2,3628,1265,378,train
3tz4,3628,1265,378,train
3tzd,3628,62,378,train
3u0d,3628,732,378,train
3u0p,3628,975,378,train
3u0t,3628,737,378,train
3u10,3628,1308,378,train
3u1i,3628,1406,378,train
3u3f,3628,144,378,train
3u3u,3628,733,378,train
3u3z,3628,734,378,train
3u6w,3628,735,378,train
3u78,2991,1518,265,train
3u7s,3066,736,273,val
3u93,3628,896,378,train
3u9q,3628,44,378,train
3ual,3628,1283,378,train
3uat,3628,763,378,train
3ubx,3628,737,378,train
3ud7,3628,738,378,train
3ud8,3628,738,378,train
3ud9,3628,738,378,train
3uda,3628,738,378,train
3uec,3628,1058,378,train
3ued,3628,1058,378,train
3uef,3628,1058,378,train
3ueo,3628,739,378,train
3ueu,3628,64,378,train
3uev,3628,64,378,train
3uew,3628,64,378,train
3uex,3628,64,378,train
3ufa,3628,741,378,train
3ui2,3628,749,378,train
3uig,3628,1058,378,train
3uih,3628,1058,378,train
3uii,3628,1058,378,train
3uij,3628,1058,378,train
3uik,3628,1058,378,train
3uil,3628,648,378,train
3uj9,3628,848,378,train
3ujb,3628,848,378,train
3ujc,3628,848,378,train
3ujd,3628,848,378,train
3ukr,3075,702,275,train
3umo,3628,644,378,train
3ump,3628,644,378,train
3umq,3628,648,378,train
3unn,3628,742,378,train
3uo9,2374,1213,204,val
3upf,3628,936,378,train
3upk,3628,744,378,train
3upv,3628,1503,378,train
3uqp,3628,338,378,train
3uqr,3628,338,378,train
3ur0,3628,936,378,train
3ur9,3628,895,378,train
3uri,3628,338,378,train
3usx,3628,648,378,train
3utu,3628,188,378,train
3uvk,3628,1263,378,train
3uvl,3628,1263,378,train
3uvm,3628,1263,378,train
3uvn,3628,1263,378,train
3uvo,3628,1263,378,train
3uvu,3628,1110,378,train
3uvw,3628,1168,378,train
3uvx,3628,1168,378,train
3uw9,3628,1168,378,train
3ux0,3628,1283,378,train
3uxg,3628,749,378,train
3uxk,3628,939,378,train
3uyr,3628,940,378,train
3uzd,3628,1283,378,train
3v0l,3628,129,378,train
3v0p,3628,129,378,train
3v2n,3628,748,378,train
3v2o,3628,749,378,train
3v2p,3628,748,378,train
3v2q,3628,748,378,train
3v2x,3628,749,378,train
3v30,3628,749,378,train
3v31,3628,749,378,train
3v3b,3628,1374,378,train
3v3l,3628,750,378,train
3v43,3628,1609,378,train
3v4t,3628,744,378,train
3v4x,5439,752,477,test
3v5g,3628,1505,378,train
3v66,705,762,67,train
3v78,3100,753,279,test
3v7c,3628,1049,378,train
3v7d,3628,1263,378,train
3v7x,3628,1505,378,train
3va4,3628,742,378,train
3vb4,3628,1104,378,train
3vb5,3628,1104,378,train
3vb6,3628,1104,378,train
3vb7,3628,1104,378,train
3vbv,3628,1254,378,train
3vby,3628,1254,378,train
3vd4,3628,818,378,train
3vd9,3628,818,378,train
3vdb,3628,818,378,train
3vdc,3628,818,378,train
3vf5,3066,736,273,val
3vf7,3066,736,273,val
3vfa,3066,736,273,val
3vfb,3066,736,273,val
3vfq,3628,253,378,train
3vh9,3628,41,378,train
3vhk,3628,1254,378,train
3vi2,3628,37,378,train
3voz,2374,1213,204,val
3vp1,2374,1213,204,val
3vtr,3628,125,378,train
3vva,1750,1400,153,train
3vw0,148,755,22,val
3vw7,5737,916,494,test
3vx3,3628,757,378,train
3vzg,3628,256,378,train
3w07,3628,37,378,train
3w37,3628,1209,378,train
3w54,1750,1400,153,train
3w5n,3628,759,378,train
3w8o,5237,760,465,train
3w9k,3628,761,378,train
3w9r,1390,1328,128,val
3wab,3628,617,378,train
3wc5,3628,617,378,train
3wdc,216,1194,29,train
3wdd,216,1194,29,train
3wde,216,1194,29,train
3wgg,3628,451,378,train
3wjw,3628,37,378,train
3wp0,3628,763,378,train
3wp1,3628,763,378,train
3wqm,2770,765,237,train
3wqv,3628,467,378,train
3wqw,3628,467,378,train
3wsy,3628,944,378,train
3wut,3628,766,378,train
3wuu,3628,766,378,train
3wuv,3628,766,378,train
3wvm,3628,345,378,train
3wzn,3367,262,315,test
3wzp,3367,262,315,test
3wzq,3367,262,315,test
3x00,3367,262,315,test
3zev,3628,767,378,train
3zhf,3628,768,378,train
3zi8,3628,1549,378,train
3zim,1696,1176,150,test
3zjc,3628,486,378,train
3zke,3628,831,378,train
3zkf,3628,831,378,train
3zlk,1104,769,103,test
3zls,3628,1254,378,train
3zm5,2154,770,189,train
3zm6,2154,770,189,train
3zmh,1417,772,132,test
3zmi,1417,772,132,test
3zmj,1417,772,132,test
3zmp,3628,296,378,train
3zmq,3628,296,378,train
3zmt,3628,771,378,train
3zmu,3628,771,378,train
3zmv,3628,771,378,train
3zmz,3628,771,378,train
3zn0,3628,771,378,train
3zn1,3628,771,378,train
3zot,1417,772,132,test
3zq9,3628,503,378,train
3zqe,2822,773,249,val
3zqt,3628,44,378,train
3zrc,1681,1307,149,test
3zs0,4921,774,446,train
3zst,3628,1346,378,train
3ztc,1681,1307,149,test
3ztd,1681,1307,149,test
3zuk,3628,555,378,train
3zvw,3628,484,378,train
3zvy,3628,349,378,train
3zy2,3628,775,378,train
3zy5,3628,775,378,train
3zyb,3628,1297,378,train
3zyf,3628,1297,378,train
3zyh,3628,1297,378,train
3zyr,3628,1074,378,train
3zzf,3628,776,378,train
3zzh,3628,776,378,train
4a0j,3628,1058,378,train
4a1w,3628,1525,378,train
4a2a,3628,777,378,train
4a4c,3628,778,378,train
4a4e,3628,1386,378,train
4a4f,3628,1386,378,train
4a4g,3628,1386,378,train
4a4h,3628,1386,378,train
4a6s,3628,1297,378,train
4a7j,3628,1263,378,train
4aa1,3628,779,378,train
4aa2,3628,779,378,train
4abi,3628,188,378,train
4abj,3628,188,378,train
4abk,3628,780,378,train
4ad2,3628,1544,378,train
4ad3,3628,1544,378,train
4ai5,1053,150,97,train
4aia,1053,150,97,train
4aif,3628,783,378,train
4aig,3628,456,378,train
4ajk,3032,22,271,val
4ajl,3032,22,271,val
4ajn,3032,22,271,val
4ajo,3032,22,271,val
4al4,3032,22,271,val
4aml,3628,784,378,train
4amx,3628,1209,378,train
4amy,3286,479,305,train
4amz,3286,479,305,train
4an1,3286,479,305,train
4aoc,3628,257,378,train
4aom,3628,785,378,train
4aph,3628,779,378,train
4apo,3628,783,378,train
4apr,3628,338,378,train
4aq6,3628,786,378,train
4aro,244,787,31,test
4arw,1104,769,103,test
4asj,1104,769,103,test
4asy,1104,769,103,test
4att,3628,1424,378,train
4au7,3628,1443,378,train
4auj,3628,1424,378,train
4auy,3628,1424,378,train
4av0,3628,1424,378,train
4av4,3628,1424,378,train
4av5,3628,1424,378,train
4avh,3628,1424,378,train
4avi,3628,1424,378,train
4avj,3628,1424,378,train
4avs,3628,790,378,train
4avt,3628,790,378,train
4aw8,5762,788,497,train
4axd,3628,789,378,train
4ay5,3628,1576,378,train
4ay6,3628,1576,378,train
4ayp,3628,49,378,train
4ayq,3628,49,378,train
4ayt,3628,1076,378,train
4ayu,3628,790,378,train
4ayw,3628,1076,378,train
4ayx,3628,1076,378,train
4az0,429,216,44,val
4az3,429,216,44,val
4az6,3628,791,378,train
4aza,3628,638,378,train
4azb,3628,791,378,train
4azg,3628,791,378,train
4azi,3628,791,378,train
4azt,1658,792,146,train
4b11,2675,793,228,test
4b12,2675,793,228,test
4b13,2675,793,228,test
4b14,2675,793,228,test
4b2d,3628,714,378,train
4b2l,3628,1170,378,train
4b32,3628,1170,378,train
4b33,3628,1170,378,train
4b35,3628,1170,378,train
4b3b,3628,1170,378,train
4b3u,1104,769,103,test
4b4g,1104,769,103,test
4b4m,1104,769,103,test
4b4n,3628,1059,378,train
4b4q,3628,794,378,train
4b5b,1104,769,103,test
4b5t,3628,795,378,train
4b5w,3628,795,378,train
4b60,3628,796,378,train
4b6r,2019,59,177,train
4b6s,2019,59,177,train
4b71,1973,798,173,train
4b73,1973,798,173,train
4b74,1973,798,173,train
4b7n,3628,923,378,train
4b7q,3628,923,378,train
4b8o,3628,1110,378,train
4b8p,3628,1110,378,train
4b8y,4923,850,447,train
4b95,1681,1307,149,test
4b9h,3628,799,378,train
4b9k,1681,1307,149,test
4b9w,3628,800,378,train
4b9z,3628,1209,378,train
4ba3,3628,1110,378,train
4bah,3628,188,378,train
4bak,3628,188,378,train
4bam,3628,188,378,train
4ban,3628,188,378,train
4bao,3628,188,378,train
4baq,3628,188,378,train
4bb2,2823,440,250,test
4bbh,2675,793,228,test
4bc5,3665,801,379,train
4bcn,3402,802,324,train
4bcq,3402,802,324,train
4bcs,3367,262,315,test
4bd3,3628,366,378,train
4bdb,3628,1254,378,train
4bds,3532,281,353,test
4bea,3628,638,378,train
4bg6,3628,1283,378,train
4bgm,3628,812,378,train
4bgx,3628,1073,378,train
4bgy,3628,1073,378,train
4bh3,3628,1073,378,train
4bh4,3628,1073,378,train
4bi6,3390,192,319,val
4bi7,3390,192,319,val
4bj8,3367,262,315,test
4bks,1681,1307,149,test
4bkt,1681,1307,149,test
4blb,3628,1269,378,train
4bo3,3628,253,378,train
4bpi,3628,1525,378,train
4bpj,3628,1525,378,train
4bps,3628,803,378,train
4bqh,4349,804,414,train
4bqx,3628,599,378,train
4bqy,3628,599,378,train
4bs4,3275,1043,303,test
4bt3,2312,805,199,train
4bt4,2312,805,199,train
4bt5,2312,805,199,train
4bt9,3628,1487,378,train
4btb,3628,1487,378,train
4bup,3628,1443,378,train
4buq,3628,1424,378,train
4bv2,3628,858,378,train
4bxk,3628,779,378,train
4bzr,3628,779,378,train
4bzs,3628,779,378,train
4c0r,3628,806,378,train
4c1c,3628,1278,378,train
4c1d,3628,1278,378,train
4c1e,3628,1278,378,train
4c1f,3628,1278,378,train
4c1g,3628,1278,378,train
4c1h,3628,1278,378,train
4c1t,3628,807,378,train
4c1u,3628,807,378,train
4c1w,3628,808,378,train
4c1y,3628,809,378,train
4c3k,3628,810,378,train
4c4n,3628,811,378,train
4c5w,3628,812,378,train
4c6u,72,598,11,val
4c6v,72,598,11,val
4c6x,72,598,11,val
4c6z,72,598,11,val
4c70,72,598,11,val
4c71,72,598,11,val
4c72,72,598,11,val
4c73,72,598,11,val
4ca4,3628,1424,378,train
4ca5,3628,779,378,train
4ca6,3628,779,378,train
4ca7,3628,779,378,train
4ca8,3628,779,378,train
4cae,2675,793,228,test
4caf,2675,793,228,test
4cc2,3628,813,378,train
4cc3,3628,813,378,train
4cc7,3628,813,378,train
4ccd,3628,1037,378,train
4cd4,3628,260,378,train
4cd5,3628,260,378,train
4cd6,3628,814,378,train
4cd8,3628,814,378,train
4cdr,3628,1576,378,train
4cft,4549,817,429,val
4ch2,3628,188,378,train
4ch8,3628,188,378,train
4ci1,819,815,73,train
4ci2,819,815,73,train
4ci3,819,815,73,train
4ciz,2481,974,210,train
4cki,3628,1254,378,train
4ckj,3628,1254,378,train
4cku,3628,338,378,train
4clp,3628,214,378,train
4cpz,3628,923,378,train
4crj,3154,782,285,test
4cs9,3628,816,378,train
4csd,3628,1549,378,train
4css,3628,1424,378,train
4cst,3628,1424,378,train
4csy,3628,1522,378,train
4cts,3628,1417,378,train
4cu7,3628,818,378,train
4cu8,3628,818,378,train
4cwb,3154,782,285,test
4cxw,3628,888,378,train
4cxx,3628,888,378,train
4cxy,3628,888,378,train
4cy1,3628,1263,378,train
4czs,3628,1074,378,train
