pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id
4y3j,3628,338,378
4y4g,3628,338,378
4y4v,3628,1078,378
4y5i,3628,1283,378
4y5s,3628,1079,378
4y62,3628,129,378
4y63,3628,129,378
4y64,3628,129,378
4y6m,3628,338,378
4y7r,3628,1263,378
4y94,3628,11,378
4ya8,3628,338,378
4yb5,3628,1253,378
4yb6,3628,1253,378
4yb7,3628,1253,378
4yec,3628,1083,378
4yee,3628,1084,378
4yef,3628,1084,378
4yes,3628,188,378
4ygf,3628,1505,378
4yhp,3628,737,378
4yhz,3628,737,378
4yje,3628,1086,378
4yjl,3628,1086,378
4yk6,3628,1086,378
4ykj,3628,896,378
4ykk,3628,896,378
4ym2,3628,1180,378
4ym4,3628,1087,378
4ymx,3628,1520,378
4ynl,3628,1089,378
4yoz,3628,1090,378
4yp1,3628,844,378
4ysi,3628,235,378
4ysl,3628,1356,378
4yv5,3628,250,378
4yv8,3628,1094,378
4yvz,3628,1095,378
4yw2,3628,432,378
4yw6,3628,1297,378
4yw7,3628,1297,378
4ywa,3628,1297,378
4yx4,3628,1505,378
4yxi,3628,1505,378
4yxo,3628,1505,378
4yxu,3628,1505,378
4yy6,3628,1168,378
4yyi,3628,1168,378
4yym,3628,1168,378
4yyn,3628,1168,378
4yyt,3628,1505,378
4yz5,3628,432,378
4z07,3628,1546,378
4z0d,3628,1591,378
4z0e,3628,1591,378
4z0f,3628,1591,378
4z0u,3628,682,378
4z5w,3628,1187,378
4z68,3628,1186,378
4z7i,3628,1012,378
4z7n,3628,1053,378
4z7o,3628,1053,378
4z7q,3628,1053,378
4z88,3628,813,378
4z89,3628,813,378
4z8a,3628,813,378
4z8m,3628,97,378
4za0,3628,1099,378
4zb6,3628,1494,378
4zb8,3628,1494,378
4zba,3628,1494,378
4zcs,3628,1098,378
4zdu,3628,1110,378
4ze6,3628,338,378
4zeb,3628,1384,378
4zed,3628,1384,378
4zei,3628,1384,378
4zek,3628,1384,378
4zhl,3628,188,378
4zhm,3628,188,378
4zij,3628,377,378
4zki,3628,1100,378
4zme,3628,1101,378
4zmf,3628,1101,378
4znx,3628,603,378
4zro,3628,1104,378
4zs9,3628,807,378
4zum,3628,1151,378
4zun,3628,1151,378
4zuo,3628,1151,378
4zup,3628,1151,378
4zuq,3628,1151,378
4zur,3628,1151,378
4zv1,3628,1520,378
4zv2,3628,1520,378
4zwz,3628,1505,378
4zx0,3628,1505,378
4zx1,3628,1505,378
4zyr,3628,1105,378
5a2i,3628,940,378
5a2j,3628,940,378
5a2k,3628,940,378
5a3h,3628,163,378
5a5d,3628,1109,378
5a5v,3628,1109,378
5a69,3628,125,378
5a6a,3628,125,378
5a6b,3628,125,378
5a6x,3628,257,378
5a7c,3628,1168,378
5a7y,3628,1480,378
5ab0,3628,1012,378
5abp,3628,1653,378
5acx,3628,1278,378
5ad1,3628,1109,378
5aei,3628,1110,378
5aer,3628,1108,378
5ahj,3628,651,378
5ahw,3628,1113,378
5ai5,3628,83,378
5aip,3628,1114,378
5ajc,3628,1549,378
5ajo,3628,1115,378
5ajp,3628,1115,378
5akz,3628,83,378
5aqf,3628,908,378
5aqg,3628,908,378
5aqk,3628,908,378
5aqz,3628,908,378
5ar0,3628,908,378
5ave,3628,1560,378
5awt,3628,1116,378
5awu,3628,1116,378
5ax3,3628,1254,378
5axi,3628,778,378
5ayy,3628,537,378
5azf,3628,1537,378
5azg,3628,1537,378
5b2d,3628,1248,378
5b4w,3628,963,378
5b56,3628,1110,378
5b6c,3628,1117,378
5b6g,3628,1086,378
5bjt,3628,568,378
5brz,3628,737,378
5bs0,3628,737,378
5btr,3628,858,378
5btv,3628,1283,378
5btx,3628,1120,378
5bw4,3628,661,378
5byi,3628,1505,378
5c0k,3628,1058,378
5c0m,3628,639,378
5c11,3628,349,378
5c13,3628,349,378
5c1x,3628,1506,378
5c1y,3628,1506,378
5c20,3628,1506,378
5c2o,3628,1121,378
5c3p,3628,1179,378
5c5h,3628,1596,378
5c5t,3628,1205,378
5c6v,3628,1124,378
5c7e,3628,1124,378
5c7f,3628,1124,378
5cbs,3628,896,378
5cdh,3628,1127,378
5cfa,3628,1128,378
5cil,3628,737,378
5cin,3628,737,378
5cjf,3628,1505,378
5cqj,3628,1001,378
5cqx,3628,1130,378
5csd,3628,1167,378
5cso,3628,156,378
5csp,3628,893,378
5cst,3628,156,378
5csz,3628,737,378
5cu2,3628,893,378
5cvd,3628,1467,378
5cyv,3628,1135,378
5d0j,3628,1152,378
5d0r,3628,214,378
5d1n,3628,661,378
5d1w,3628,1137,378
5d21,3628,1297,378
5d2r,3628,1138,378
5d3x,3628,1139,378
5d6j,3628,854,378
5d6y,3628,1140,378
5d7e,3628,1344,378
5d9p,3628,163,378
5dah,3628,1141,378
5dd0,3628,737,378
5dhf,3628,1333,378
5dif,3628,1333,378
5dms,3628,157,378
5dp4,3628,1506,378
5dp5,3628,1506,378
5dp6,3628,1506,378
5dp7,3628,1506,378
5dp8,3628,1506,378
5dp9,3628,1506,378
5dpa,3628,1506,378
5dpw,3628,1537,378
5dq8,3628,1645,378
5dqc,3628,338,378
5dqe,3628,1645,378
5drc,3628,1462,378
5dri,3628,1462,378
5dtk,3628,1054,378
5dtq,3628,688,378
5dts,3628,1054,378
5dtt,3628,1054,378
5dus,3628,253,378
5duw,3628,1180,378
5dv2,3628,1145,378
5dv4,3628,1145,378
5dva,3628,1054,378
5dx3,3628,44,378
5dxb,3628,44,378
5dxe,3628,44,378
5dxg,3628,44,378
5e0a,3628,648,378
5e0l,3628,831,378
5e0m,3628,831,378
5e13,3628,1060,378
5e1b,3628,1467,378
5e1d,3628,1467,378
5e1m,3628,1467,378
5e1o,3628,1467,378
5e28,3628,1505,378
5e2k,3628,1505,378
5e2l,3628,1334,378
5e2q,3628,1146,378
5e2r,3628,1505,378
5e2s,3628,1505,378
5e2v,3628,737,378
5e2w,3628,737,378
5e3a,3628,1146,378
5e5g,3628,1334,378
5e6o,3628,1537,378
5e88,3628,1180,378
5e89,3628,1180,378
5e8a,3628,1180,378
5eb2,3628,1148,378
5ect,3628,306,378
5edd,3628,306,378
5eel,3628,1152,378
5eeq,3628,1152,378
5efh,3628,1151,378
5eh8,3628,1505,378
5eif,3628,393,378
5eje,3628,1066,378
5ejl,3628,1154,378
5ekg,3628,1110,378
5ekh,3628,1505,378
5ekj,3628,1505,378
5ekm,3628,1505,378
5eld,3628,88,378
5ele,3628,88,378
5elf,3628,88,378
5elq,3628,1493,378
5em9,3628,1493,378
5ema,3628,1493,378
5emb,3628,1493,378
5eoc,3628,940,378
5eok,3628,188,378
5eom,3628,1157,378
5eou,3628,1158,378
5epp,3628,1117,378
5er2,3628,338,378
5erg,3628,1159,378
5esq,3628,737,378
5est,3628,188,378
5eta,3628,1254,378
5etf,3628,1254,378
5etu,3628,737,378
5euk,3628,737,378
5evz,3628,908,378
5ew3,3628,1254,378
5ewd,3628,1168,378
5ewh,3628,1168,378
5ewz,3628,1283,378
5exw,3628,908,378
5exx,3628,1564,378
5ey0,3628,1161,378
5ey4,3628,908,378
5ey8,3628,854,378
5ey9,3628,854,378
5eyz,3628,1196,378
5ez0,3628,1196,378
5f1c,3628,1162,378
5f1x,3628,908,378
5f29,3628,1163,378
5f2k,3628,1164,378
5f2r,3628,908,378
5f2s,3628,1419,378
5f2w,3628,1419,378
5f3t,3628,1230,378
5f3z,3628,1230,378
5f41,3628,1230,378
5f67,3628,1165,378
5f6u,3628,1166,378
5f6v,3628,1166,378
5f74,3628,1283,378
5f88,3628,737,378
5f8y,3628,1369,378
5f90,3628,1369,378
5fb0,3628,871,378
5fb1,3628,871,378
5fb7,3628,1167,378
5fcz,3628,125,378
5ff6,3628,737,378
5fjw,3628,1169,378
5fjx,3628,1169,378
5fl0,3628,1637,378
5fl1,3628,1637,378
5flq,3628,1505,378
5fls,3628,1505,378
5flt,3628,1505,378
5fnj,3628,1505,378
5fog,3628,464,378
5fol,3628,464,378
5foo,3628,205,378
5fos,3628,1170,378
5fot,3628,1170,378
5fou,3628,1170,378
5fov,3628,1170,378
5fow,3628,1170,378
5fox,3628,1170,378
5fpi,3628,894,378
5fpk,3628,1170,378
5fs5,3628,1424,378
5fsx,3628,253,378
5fsy,3628,253,378
5fue,3628,1151,378
5ful,3628,1021,378
5fus,3628,1172,378
5fwa,3628,1021,378
5fwg,3628,263,378
5fwr,3628,1424,378
5fyq,3628,858,378
5g53,3628,535,378
5g5z,3628,229,378
5g60,3628,229,378
5g61,3628,229,378
5gg4,3628,1177,378
5ggj,3628,1178,378
5ggk,3628,1178,378
5ggl,3628,1178,378
5ggn,3628,1178,378
5ggo,3628,1178,378
5ggp,3628,1178,378
5gja,3628,1179,378
5glu,3628,1180,378
5gmi,3628,1182,378
5gmj,3628,1182,378
5gmv,3628,1537,378
5goe,3628,1184,378
5gof,3628,1184,378
5gow,3628,1185,378
5gp7,3628,1186,378
5gr9,3628,1187,378
5gs9,3628,1188,378
5gso,3628,1506,378
5gsw,3628,1506,378
5gu4,3628,156,378
5gub,3628,229,378
5gut,3628,1189,378
5gv2,3628,1188,378
5gwy,3628,1104,378
5gwz,3628,1104,378
5gx6,3628,229,378
5gx7,3628,229,378
5h1e,3628,44,378
5h5f,3628,1190,378
5h5o,3628,1191,378
5h5q,3628,1192,378
5h5r,3628,1192,378
5h5s,3628,1192,378
5h63,3628,1492,378
5h6v,3628,1406,378
5h9p,3628,1180,378
5h9q,3628,1180,378
5h9r,3628,1180,378
5h9s,3628,1180,378
5hct,3628,338,378
5hda,3628,1195,378
5heb,3628,1196,378
5hed,3628,1196,378
5hey,3628,1196,378
5hf1,3628,1196,378
5hfb,3628,1196,378
5hfc,3628,1196,378
5hff,3628,1196,378
5hfj,3628,127,378
5hh4,3628,1278,378
5hh5,3628,1356,378
5hh6,3628,1356,378
5hhx,3628,737,378
5hi7,3628,1126,378
5hip,3628,1197,378
5hjb,3628,1344,378
5hjc,3628,1168,378
5hjd,3628,1344,378
5hjq,3628,1198,378
5hkh,3628,1199,378
5hm3,3628,854,378
5hn0,3628,1230,378
5hpm,3628,737,378
5htb,3628,1203,378
5htc,3628,1203,378
5htl,3628,1204,378
5huw,3628,1110,378
5huy,3628,1110,378
5hv0,3628,1205,378
5hva,3628,1207,378
5hwu,3628,1207,378
5hwv,3628,1208,378
5hyq,3628,737,378
5hyr,3628,44,378
5hyx,3628,1187,378
5i22,3628,114,378
5i24,3628,1209,378
5i25,3628,188,378
5i2e,3628,1210,378
5i2f,3628,1210,378
5i2i,3628,737,378
5i8c,3628,737,378
5iaw,3628,44,378
5iay,3628,1371,378
5ick,3628,44,378
5icx,3628,737,378
5icy,3628,737,378
5icz,3628,737,378
5id0,3628,737,378
5id1,3628,737,378
5iee,3628,1209,378
5igq,3628,1263,378
5ih2,3628,455,378
5ijj,3628,1217,378
5ijp,3628,1217,378
5ijr,3628,1229,378
5il1,3628,1218,378
5im3,3628,1315,378
5iok,3628,1344,378
5iop,3628,737,378
5ipc,3628,1210,378
5iql,3628,1344,378
5ir1,3628,737,378
5irr,3628,584,378
5isz,3628,737,378
5itf,3628,737,378
5ito,3628,1520,378
5itp,3628,1520,378
5iv2,3628,737,378
5ivn,3628,914,378
5ivz,3628,737,378
5ix1,3628,1220,378
5ixf,3628,455,378
5ixq,3628,1187,378
5ixt,3628,1187,378
5iy4,3628,1221,378
5iyv,3628,1187,378
5iyy,3628,1229,378
5iz6,3628,1086,378
5iz8,3628,1086,378
5iz9,3628,1086,378
5iza,3628,1086,378
5izk,3628,25,378
5izl,3628,25,378
5izm,3628,25,378
5izu,3628,1493,378
5j19,3628,157,378
5j1x,3628,1229,378
5j32,3628,1393,378
5j3v,3628,1224,378
5j41,3628,0,378
5j5d,3628,42,378
5j7j,3628,348,378
5j9k,3628,1124,378
5jek,3628,1228,378
5jeo,3628,1228,378
5jer,3628,1228,378
5jfd,3628,188,378
5jgi,3628,1229,378
5jgq,3628,1229,378
5jhd,3628,737,378
5jhk,3628,1229,378
5jin,3628,1443,378
5jiq,3628,1322,378
5jiy,3628,1443,378
5jjm,3628,44,378
5jlz,3628,179,378
5jn8,3628,1505,378
5jnc,3628,1505,378
5jop,3628,940,378
5jox,3628,538,378
5jpt,3628,1231,378
5jr2,3628,1046,378
5jr6,3628,1232,378
5js3,3628,1510,378
5jss,3628,1510,378
5jt9,3628,1510,378
5jvi,3628,1510,378
5jxn,3628,1510,378
5jy0,3628,1233,378
5jyy,3628,923,378
5jz9,3628,83,378
5jzi,3628,568,378
5jzs,3628,83,378
5jzy,3628,188,378
5k0h,3628,188,378
5k1d,3628,951,378
5k1f,3628,951,378
5k1v,3628,1012,378
5k6s,3628,1305,378
5k7h,3628,781,378
5k8n,3628,1234,378
5k8o,3628,1234,378
5k8s,3628,1308,378
5k8v,3628,1021,378
5kbe,3628,1236,378
5kbf,3628,1308,378
5kbg,3628,1236,378
5kbh,3628,1236,378
5kbi,3628,1236,378
5kez,3628,1241,378
5kgn,3628,1242,378
5khd,3628,1320,378
5khg,3628,1308,378
5khh,3628,1308,378
5khi,3628,1308,378
5khj,3628,1308,378
5khk,3628,1308,378
5kk8,3628,178,378
5klp,3628,1244,378
5klr,3628,1110,378
5klt,3628,1110,378
5kly,3628,1210,378
5klz,3628,1210,378
5km0,3628,1210,378
5km1,3628,1210,378
5km2,3628,1210,378
5km3,3628,1210,378
5km5,3628,1210,378
5km9,3628,1210,378
5kma,3628,1210,378
5ks7,3628,1247,378
5ksu,3628,179,378
5ksv,3628,179,378
5kxc,3628,1074,378
5kyk,3628,932,378
5kzp,3628,737,378
5l0c,3628,1249,378
5l0h,3628,1249,378
5l17,3628,923,378
5l26,3628,984,378
5l4i,3628,1322,378
5l4j,3628,1322,378
5lax,3628,179,378
5lb7,3628,1251,378
5lce,3628,188,378
5ldk,3628,1252,378
5ldm,3628,1252,378
5ldo,3628,1252,378
5ldp,3628,1252,378
5lgp,3628,1021,378
5lgq,3628,1021,378
5lgr,3628,1021,378
5lgs,3628,1021,378
5lhu,3628,1253,378
5lif,3628,1510,378
5llg,3628,1505,378
5lne,3628,1424,378
5lpd,3628,188,378
5lpr,3628,1652,378
5lsh,3628,877,378
5lso,3628,1600,378
5lss,3628,1443,378
5lsx,3628,1443,378
5lsy,3628,1443,378
5lt6,3628,1443,378
5lt9,3628,1560,378
5lto,3628,1560,378
5lu2,3628,1283,378
5lvd,3628,1510,378
5lvf,3628,355,378
5lvn,3628,1254,378
5lwd,3628,1510,378
5ly1,3628,1419,378
5ly2,3628,1419,378
5ly3,3628,1259,378
5lyn,3628,1260,378
5lyr,3628,1544,378
5m04,3628,1261,378
5m17,3628,1544,378
5m1z,3628,1262,378
5m23,3628,1263,378
5m25,3628,1263,378
5m28,3628,1269,378
5m5d,3628,1544,378
5m63,3628,940,378
5m77,3628,822,378
5m9d,3628,355,378
5m9w,3628,1510,378
5ma7,3628,1510,378
5mav,3628,1221,378
5meh,3628,49,378
5mek,3628,220,378
5mgx,3628,1268,378
5mi3,3628,25,378
5mi5,3628,1637,378
5mi6,3628,1637,378
5mi7,3628,1637,378
5mi9,3628,25,378
5mih,3628,1297,378
5mk1,3628,485,378
5mk3,3628,485,378
5mk9,3628,1269,378
5mka,3628,1269,378
5mkr,3628,908,378
5mks,3628,908,378
5mlo,3628,1221,378
5mlw,3628,1221,378
5mnr,3628,1510,378
5moc,3628,1283,378
5mqx,3628,253,378
5mt4,3628,188,378
5mtv,3628,1271,378
5mtw,3628,1272,378
5muc,3628,1424,378
5mxf,3628,1274,378
5mxo,3628,1283,378
5myd,3628,1275,378
5myk,3628,940,378
5myo,3628,940,378
5myx,3628,940,378
5mz8,3628,712,378
5n0f,3628,822,378
5n1s,3628,1505,378
5n1y,3628,568,378
5n24,3628,1505,378
5n25,3628,1505,378
5n2t,3628,1510,378
5n2x,3628,1510,378
5n2z,3628,1510,378
5n31,3628,1510,378
5n34,3628,1510,378
5n3v,3628,1510,378
5n3y,3628,1510,378
5n4s,3628,1278,378
5n4t,3628,1278,378
5n55,3628,1278,378
5n58,3628,1278,378
5n70,3628,338,378
5n7b,3628,940,378
5n7g,3628,1279,378
5nai,3628,1278,378
5nf9,3628,1180,378
5nfa,3628,1180,378
5nfb,3628,1180,378
5nin,3628,348,378
5niy,3628,1459,378
5nkk,3628,1280,378
5nme,3628,737,378
5nmf,3628,737,378
5nmg,3628,737,378
5nn4,3628,1209,378
5nn5,3628,1209,378
5nne,3628,1168,378
5npb,3628,1209,378
5npr,3628,1576,378
5nps,3628,1576,378
5nw8,3628,1254,378
5nwi,3628,1283,378
5nwk,3628,1283,378
5nx9,3628,1285,378
5nxg,3628,1505,378
5nxi,3628,1505,378
5nxo,3628,1505,378
5nxp,3628,1505,378
5ny3,3628,1505,378
5nya,3628,1505,378
5nyz,3628,306,378
5nz2,3628,306,378
5o0e,3628,1254,378
5o0j,3628,1288,378
5o3q,3628,1582,378
5o3r,3628,1582,378
5o45,3628,1291,378
5o4y,3628,1291,378
5o4z,3628,300,378
5o58,3628,300,378
5o7e,3628,1292,378
5o7n,3628,1278,378
5o9o,3628,1293,378
5o9p,3628,1293,378
5o9q,3628,1293,378
5o9r,3628,1293,378
5o9y,3628,1293,378
5oa2,3628,1293,378
5oa6,3628,1293,378
5oah,3628,1109,378
5oaj,3628,1550,378
5oax,3628,1180,378
5obj,3628,1254,378
5obr,3628,1254,378
5ods,3628,488,378
5odu,3628,1297,378
5ody,3628,1180,378
5oei,3628,1296,378
5of0,3628,1064,378
5ofu,3628,407,378
5ofx,3628,1297,378
5ogk,3628,1298,378
5oht,3628,1209,378
5ohy,3628,1209,378
5oje,3628,338,378
5ok3,3628,1254,378
5ok6,3628,1300,378
5oku,3628,1296,378
5ol3,3628,1254,378
5olk,3628,1301,378
5org,3628,1520,378
5os5,3628,1254,378
5ot8,3628,1520,378
5ot9,3628,1520,378
5ota,3628,1520,378
5otc,3628,1520,378
5oua,3628,1254,378
5ous,3628,1254,378
5ovc,3628,1493,378
5ovp,3628,1493,378
5ovv,3628,1493,378
5owf,3628,1520,378
5oxk,3628,1529,378
5oxl,3628,1529,378
5oxm,3628,1529,378
5oxn,3628,1529,378
5oy3,3628,1498,378
5oyd,3628,163,378
5qa4,3628,1054,378
5qa5,3628,1054,378
5qa6,3628,1054,378
5qa7,3628,1054,378
5qa8,3628,1054,378
5qa9,3628,1054,378
5qaa,3628,1054,378
5qab,3628,1054,378
5qac,3628,1054,378
5qad,3628,1054,378
5qae,3628,1054,378
5qaf,3628,1054,378
5qag,3628,1054,378
5qai,3628,1054,378
5qaj,3628,1054,378
5qak,3628,1054,378
5qal,3628,1054,378
5qam,3628,1054,378
5qan,3628,1054,378
5qao,3628,1054,378
5qap,3628,1054,378
5qaq,3628,1054,378
5qar,3628,1054,378
5qas,3628,1054,378
5qat,3628,1054,378
5qau,3628,1054,378
5qav,3628,1054,378
5qaw,3628,1054,378
5qax,3628,1054,378
5qay,3628,1054,378
5qaz,3628,1054,378
5qb0,3628,1054,378
5qb1,3628,1054,378
5qb2,3628,1054,378
5qb3,3628,1054,378
5sve,3628,628,378
5svi,3628,1304,378
5svk,3628,1162,378
5svl,3628,1162,378
5svx,3628,1304,378
5svy,3628,1304,378
5svz,3628,1110,378
5swf,3628,1305,378
5sxm,3628,1263,378
5sz0,3628,1505,378
5sz1,3628,1505,378
5sz2,3628,1505,378
5sz3,3628,1505,378
5sz4,3628,1505,378
5sz5,3628,1505,378
5sz6,3628,1505,378
5sz7,3628,1505,378
5szb,3628,349,378
5szc,3628,349,378
5t1i,3628,62,378
5t1k,3628,737,378
5t1l,3628,737,378
5t1m,3628,737,378
5t3n,3628,1308,378
5t52,3628,1074,378
5t54,3628,1074,378
5t6f,3628,895,378
5t6g,3628,895,378
5t6j,3628,1309,378
5t6p,3628,940,378
5t6z,3628,737,378
5t70,3628,737,378
5t78,3628,940,378
5t7s,3628,1180,378
5t8r,3628,349,378
5t90,3628,1550,378
5tbj,3628,1021,378
5tbn,3628,349,378
5tcy,3628,1109,378
5td7,3628,1151,378
5tdb,3628,650,378
5tdr,3628,349,378
5tdw,3628,349,378
5teg,3628,1443,378
5tgc,3628,1310,378
5th2,3628,737,378
5tha,3628,1312,378
5thi,3628,1505,378
5thj,3628,1505,378
5tho,3628,620,378
5tig,3628,1313,378
5tkj,3628,737,378
5tkk,3628,940,378
5tmn,3628,1510,378
5tpb,3628,1314,378
5tpc,3628,1314,378
5tq1,3628,279,378
5tqs,3628,279,378
5trg,3628,620,378
5trr,3628,620,378
5trs,3628,620,378
5try,3628,620,378
5ts0,3628,620,378
5ttw,3628,607,378
5tv1,3628,1316,378
5tw2,3628,737,378
5tw5,3628,737,378
5twg,3628,1317,378
5twh,3628,1317,378
5twj,3628,1318,378
5tyi,3628,1152,378
5tzd,3628,1320,378
5tzf,3628,1320,378
5tzg,3628,1320,378
5u06,3628,1152,378
5u1q,3628,1152,378
5u2j,3628,1609,378
5u48,3628,1322,378
5u49,3628,1322,378
5u4a,3628,1322,378
5u4b,3628,1322,378
5u4c,3628,1322,378
5u4d,3628,1322,378
5u4e,3628,1322,378
5u4f,3628,1322,378
5u4g,3628,1322,378
5u6k,3628,739,378
5u98,3628,568,378
5ufc,3628,1325,378
5uff,3628,1325,378
5ul6,3628,455,378
5uln,3628,1505,378
5ulp,3628,393,378
5umz,3628,1110,378
5unj,3628,1004,378
5usf,3628,1330,378
5uwi,3628,1333,378
5uwj,3628,1333,378
5uwp,3628,1333,378
5uxf,3628,474,378
5uxm,3628,1334,378
5uxn,3628,1334,378
5v0n,3628,338,378
5v1d,3628,1336,378
5v1y,3628,1446,378
5v2l,3628,829,378
5v2p,3628,1337,378
5v2q,3628,1337,378
5v3r,3628,485,378
5v4b,3628,1263,378
5v4q,3628,582,378
5v5o,3628,1110,378
5v6u,3628,176,378
5v6y,3628,1269,378
5va9,3628,1241,378
5vb9,3628,1341,378
5vdo,3628,1157,378
5vdp,3628,1157,378
5vdq,3628,1157,378
5vdr,3628,1157,378
5vds,3628,1157,378
5vdt,3628,1157,378
5vfj,3628,250,378
5vfm,3628,250,378
5vfn,3628,250,378
5vk0,3628,1374,378
5vkm,3628,1343,378
5vl2,3628,914,378
5vlh,3628,1649,378
5vlk,3628,1649,378
5vll,3628,1649,378
5vlp,3628,1649,378
5vm0,3628,914,378
5vm6,3628,914,378
5vnb,3628,1344,378
5vqe,3628,1345,378
5vqi,3628,1110,378
5vr8,3628,669,378
5vsj,3628,1346,378
5vt4,3628,1346,378
5vtb,3628,996,378
5vwi,3628,1196,378
5vwk,3628,1196,378
5vzu,3628,1347,378
5vzy,3628,940,378
5w10,3628,1348,378
5w12,3628,951,378
5w13,3628,951,378
5w14,3628,951,378
5w1e,3628,1350,378
5w1v,3628,737,378
5w1w,3628,737,378
5w38,3628,1323,378
5w4e,3628,1110,378
5w4s,3628,1436,378
5w5s,3628,1073,378
5w5u,3628,1073,378
5w6i,3628,1073,378
5w6r,3628,1073,378
5w6t,3628,1073,378
5w6u,3628,1073,378
5w7i,3628,1186,378
5w7j,3628,1186,378
5w7x,3628,1351,378
5w94,3628,1352,378
5wa1,3628,485,378
5wa4,3628,1353,378
5wa8,3628,1210,378
5wa9,3628,1210,378
5wae,3628,951,378
5wbf,3628,1354,378
5wbk,3628,1355,378
5wbl,3628,1355,378
5wcm,3628,1356,378
5wdl,3628,1357,378
5wej,3628,895,378
5wex,3628,1505,378
5wgd,3628,44,378
5wgq,3628,44,378
5wii,3628,1358,378
5wio,3628,1358,378
5wip,3628,1358,378
5wir,3628,1372,378
5wkf,3628,737,378
5wkh,3628,737,378
5wkl,3628,1104,378
5wkm,3628,1104,378
5wle,3628,349,378
5wlg,3628,737,378
5wlt,3628,1505,378
5wlv,3628,1505,378
5wou,3628,1196,378
5wp5,3628,848,378
5wqd,3628,532,378
5wrs,3628,1362,378
5wtt,3628,940,378
5wxf,3628,188,378
5wxg,3628,349,378
5wxh,3628,349,378
5wxo,3628,188,378
5wyq,3628,1419,378
5wyr,3628,1419,378
5wzr,3628,1363,378
5x13,3628,1364,378
5x62,3628,1382,378
5x9h,3628,1366,378
5xbt,3628,1368,378
5xg5,3628,1369,378
5xgl,3628,1550,378
5xhz,3628,455,378
5xjm,3628,940,378
5xn3,3628,1460,378
5xo2,3628,1370,378
5xof,3628,1370,378
5xp7,3628,1254,378
5xs8,3628,229,378
5xup,3628,1372,378
5xvu,3628,893,378
5xvw,3628,1377,378
5xw6,3628,1162,378
5xwr,3628,996,378
5xxf,3628,1373,378
5xxk,3628,1374,378
5xyf,3628,1375,378
5y1u,3628,996,378
5y20,3628,349,378
5y21,3628,1377,378
5y24,3628,1409,378
5y53,3628,1377,378
5y59,3628,1378,378
5y5w,3628,876,378
5y61,3628,1148,378
5y62,3628,1148,378
5y6f,3628,1379,378
5y6g,3628,1379,378
5y7w,3628,1381,378
5y97,3628,156,378
5ybe,3628,749,378
5ybi,3628,1407,378
5yc1,3628,97,378
5yc2,3628,1413,378
5yc3,3628,349,378
5yc4,3628,349,378
5yco,3628,1221,378
5yf1,3628,1382,378
5yfs,3628,1383,378
5yft,3628,1383,378
5ygd,3628,800,378
5ygf,3628,800,378
5yh8,3628,1384,378
5yhe,3628,1384,378
5yhg,3628,1384,378
5yij,3628,1385,378
5ymx,3628,1388,378
5yof,3628,1406,378
5yp6,3628,44,378
5ypo,3628,763,378
5ypp,3628,1389,378
5ypw,3628,1389,378
5ypy,3628,1389,378
5yqw,3628,1384,378
5ytu,3628,1390,378
5yum,3628,1389,378
5yv5,3628,1392,378
5yvt,3628,1393,378
5yvx,3628,1304,378
5yy4,3628,914,378
5yy9,3628,1371,378
5yyb,3628,1384,378
5yyf,3628,1344,378
5yyz,3628,1394,378
5yz2,3628,1395,378
5z1c,3628,188,378
5z5f,3628,538,378
5z68,3628,1397,378
5z7b,3628,1364,378
5z99,3628,1384,378
5za1,3628,44,378
5zdb,3628,1399,378
5zdc,3628,1399,378
5zdd,3628,1399,378
5zde,3628,1399,378
5zdf,3628,1399,378
5zdg,3628,1399,378
5zef,3628,1401,378
5zhj,3628,1419,378
5zia,3628,940,378
5zjy,3628,638,378
5zjz,3628,638,378
5zk5,3628,638,378
5zk7,3628,638,378
5zk9,3628,638,378
5zml,3628,638,378
5zmq,3628,1406,378
5zms,3628,1406,378
5znp,3628,1405,378
5znr,3628,1405,378
5zob,3628,1406,378
5zoo,3628,1151,378
5zop,3628,1151,378
5zt1,3628,1407,378
5ztn,3628,893,378
5zu0,3628,1408,378
5zuj,3628,97,378
5zvw,3628,1409,378
5zw6,3628,1409,378
5zys,3628,1196,378
5zzw,3628,1408,378
6a03,3628,844,378
6a04,3628,844,378
6a05,3628,844,378
6a06,3628,844,378
6a30,3628,1411,378
6a5e,3628,1412,378
6a6w,3628,1413,378
6a73,3628,1414,378
6a80,3628,1520,378
6a87,3628,1415,378
6a8g,3628,188,378
6a8n,3628,188,378
6a9c,3628,455,378
6aao,3628,1416,378
6aaq,3628,1416,378
6abk,3628,1416,378
6abp,3628,1653,378
6aec,3628,1561,378
6aee,3628,737,378
6aeh,3628,1561,378
6agp,3628,932,378
6ahi,3628,1421,378
6ajv,3628,1168,378
6ajx,3628,1168,378
6ajy,3628,1168,378
6ak5,3628,1561,378
6ak6,3628,1561,378
6aox,3628,1424,378
6aoy,3628,1424,378
6ap6,3628,910,378
6ap7,3628,910,378
6ap8,3628,910,378
6apr,3628,338,378
6apz,3628,1462,378
6ar2,3628,1425,378
6arm,3628,1424,378
6arn,3628,1424,378
6aro,3628,1424,378
6as8,3628,1424,378
6asz,3628,62,378
6at0,3628,62,378
6atv,3628,455,378
6au5,3628,737,378
6avi,3628,44,378
6axb,3628,1462,378
